 Horizontal Dilution of Precision, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine RPM(rpm),label
3.7900925,2.29,-1.44,9.7,0.05,0.04,0.23,-0.14,0.9,34.12,1426.5,good
3.7900925,2.24,-1.33,9.28,0.04,0.02,0.23,-0.12,0.88,33.73,1425.5,good
3.7900925,2.58,-0.95,9.68,0.04,0.01,0.27,-0.13,0.86,33.73,1425.5,good
3.7900925,1.85,-1.2,9.81,0.03,-0.01,0.19,-0.12,0.86,33.73,1412.5,good
3.7900925,2.47,-1.54,10.14,0.09,-0.01,0.19,-0.12,0.86,34.12,1412.5,good
3.7900925,2.1,-1.46,9.94,0.09,0.11,0.25,-0.15,0.97,33.33,1375.5,good
3.7900925,2.5,-1.12,9.58,0.06,-0.01,0.22,-0.11,0.86,32.94,1375.5,good
3.7900925,2.55,-1.23,9.76,0.06,-0.01,0.22,-0.11,0.86,33.33,1369,good
3.7900925,2.25,-1.08,9.78,0.05,0.05,0.25,-0.12,0.91,33.33,1364,good
3.7900925,2.5,-1.12,9.76,0.05,0.03,0.23,-0.13,0.89,33.73,1364,good
3.7900925,1.99,-1,9.86,0.04,0.01,0.25,-0.12,0.87,33.73,1338.5,good
3.7900925,2.59,-1.32,9.4,0.02,0.01,0.25,-0.12,0.87,34.12,1338.5,good
3.7900925,2.18,-1.13,9.77,0.05,0.03,0.22,-0.14,0.9,33.73,1314.5,good
3.7900925,2.53,-1.17,10.01,0.04,0.06,0.22,-0.13,0.93,33.73,1314.5,good
3.7900925,2.48,-1.4,10.02,0.05,0.06,0.26,-0.11,0.92,33.73,1306,good
3.8389666,2.47,-1.08,9.47,0.04,0.02,0.21,-0.15,0.88,33.73,1306,good
3.8389666,2.34,-1.39,9.29,0.05,0.04,0.24,-0.12,0.9,33.73,1272.5,good
3.8389666,2.23,-0.63,10.2,0.05,0.03,0.24,-0.12,0.89,33.33,1272.5,good
3.8389666,2.3,-1.03,9.78,0.05,0.02,0.23,-0.22,0.87,33.33,1281.5,good
3.8389666,2.32,-1.18,9.32,0.04,0.02,0.23,-0.22,0.87,33.33,1247.5,good
3.8389666,2.26,-1.18,10.15,0.04,0.07,0.23,-0.12,0.93,33.73,1247.5,good
3.8389666,2.37,-1.47,9.36,0.01,0.04,0.23,-0.11,0.91,34.12,1233.5,good
3.8389666,2.36,-1.76,9.42,0.05,0.04,0.23,-0.11,0.91,34.12,1233.5,good
3.8389666,2.35,-1.52,9.66,0.05,-0.03,0.24,-0.14,0.83,34.51,1217.5,good
3.9111776,2.41,-0.95,9.43,0.02,0.04,0.23,-0.13,0.91,34.9,1211,good
3.9111776,2.33,-1.12,9.6,0.04,0.03,0.23,-0.17,0.89,35.29,1211,good
3.9111776,2.26,-1.02,9.64,0.04,-0.04,0.24,-0.13,0.82,36.08,1191,good
3.9111776,2.44,-1.05,9.72,0.04,-0.04,0.24,-0.13,0.82,39.61,1191,good
3.9111776,2.49,-1.47,9.38,0.05,0.08,0.23,-0.13,0.94,40.78,1166,good
3.9111776,2.34,-1.25,9.1,0.04,-0.03,0.26,-0.12,0.83,41.18,1166,good
3.9111776,2.33,-1.21,9.52,0.04,0.04,0.23,-0.12,0.91,41.18,1198,good
3.9111776,2.19,-1.01,10.23,0.09,-0.03,0.25,-0.16,0.82,41.57,1198,good
3.9111776,2.21,-1.05,10.21,0.03,-0.03,0.25,-0.16,0.82,40.78,1144.5,good
3.987758,2.21,-1.42,10.32,0.04,0.11,0.23,-0.14,0.97,40.39,1144.5,good
3.987758,2.5,-1.24,8.96,0.04,-0.01,0.25,-0.13,0.85,40,1106.5,good
3.987758,2.38,-0.99,9.1,-0.02,-0.06,0.25,-0.1,0.81,39.61,1089.5,good
3.987758,2.25,-1.48,10.65,0.05,-0.07,0.25,-0.13,0.79,39.22,1089.5,good
3.987758,2.35,-1.2,8.66,0.04,0.08,0.24,-0.15,0.94,38.43,1065,good
3.987758,2.24,-1.22,10.59,0.13,0.08,0.24,-0.15,0.94,37.65,1065,good
3.987758,2.35,-1.3,9.01,0.04,0.04,0.24,-0.16,0.9,36.86,1052.5,good
3.987758,2.49,-0.56,9.91,0.05,0.02,0.24,-0.27,0.85,36.47,1052.5,good
3.987758,2.64,-2.61,8.86,0,0.04,0.22,0.08,0.91,36.08,1048,good
3.9962435,2.31,-2.19,10.08,0.1,0.03,0.26,-0.26,0.86,35.69,1048,good
3.9962435,2.48,-1.53,9.56,0.05,0.02,0.25,-0.16,0.87,35.29,1053,good
3.9962435,2.51,-1.94,9.86,0.05,0.02,0.25,-0.16,0.87,35.29,1053,good
3.9962435,2.25,-1.99,9.5,0.03,-0.01,0.23,-0.07,0.85,35.29,1037.5,good
3.9962435,2.45,-1.48,9.12,0.04,-0.01,0.26,-0.12,0.85,35.29,1037.5,good
3.9962435,2.28,-1.75,10.27,0.05,-0.03,0.23,-0.06,0.84,34.9,1032.5,good
3.9962435,2.3,-1.25,8.8,-0.04,0.06,0.23,-0.16,0.93,34.9,999,good
3.9962435,2.35,-1.59,9.84,0.05,0.09,0.23,-0.08,0.96,34.9,999,good
3.9962435,2.31,-1.1,9.13,0.04,0.09,0.23,-0.08,0.96,34.9,1011,good
4.066966,2.42,-1.24,10.08,0.05,0.06,0.24,-0.17,0.91,35.29,1011,good
4.066966,2.2,-1.21,10.25,0.1,-0.03,0.23,-0.13,0.83,35.69,989,good
4.066966,2.2,-1.13,9.38,0.04,0.01,0.23,-0.13,0.88,35.69,989,good
4.066966,2.23,-1.15,10.15,0.04,0.1,0.25,-0.16,0.96,35.69,975.5,good
4.066966,2.36,-1.36,9.54,0.02,0,0.23,-0.12,0.86,36.08,957.5,good
4.066966,2.21,-1.24,9.21,0.04,0,0.23,-0.12,0.86,36.08,957.5,good
4.066966,2.36,-1.32,10.13,0.05,0.04,0.22,-0.13,0.91,36.08,946,good
4.066966,2.5,-1.14,10.06,0.05,0,0.23,-0.13,0.87,36.47,946,good
4.066966,2.12,-1.39,10.04,0.04,0.08,0.25,-0.14,0.94,36.47,939,good
4.032147,2.23,-1.31,9.32,0.04,0,0.24,-0.12,0.86,36.47,939,good
4.032147,2.24,-1.24,9.75,0.04,0,0.24,-0.12,0.86,36.86,925,good
4.032147,2.21,-1.27,9.55,0.03,0.08,0.26,-0.13,0.94,36.86,928,good
4.032147,2.5,-1.16,9.97,0.05,0.01,0.23,-0.13,0.87,37.25,928,good
4.032147,2.37,-1.21,9.97,0.05,0,0.22,-0.13,0.87,37.25,919,good
4.032147,2.71,-1.07,10.12,0.09,0.02,0.22,-0.14,0.88,37.65,919,good
4.032147,2.56,-0.93,10.39,0.05,0.02,0.22,-0.14,0.88,37.65,878.5,good
4.032147,2.24,-1.54,9.39,0.04,0,0.23,-0.16,0.86,38.04,878.5,good
4.032147,1.94,-1.34,9.71,0.05,0,0.23,-0.16,0.86,38.04,885.5,good
3.9692967,2.15,-1.54,9.46,0.02,0.02,0.26,-0.13,0.88,38.43,885.5,good
3.9692967,1.82,-1.5,9.88,0.05,0.03,0.23,-0.15,0.89,38.43,880.5,good
3.9692967,2.15,-1.36,9.81,0.05,0.03,0.22,-0.14,0.9,38.82,880.5,good
3.9692967,1.35,-1.74,9.51,0.05,0.03,0.22,-0.14,0.9,43.92,796,good
3.9692967,1.25,-2.04,9.96,0.05,0.06,0.25,-0.12,0.92,54.51,796,good
3.9692967,1.31,-1.82,10.35,0.05,0.05,0.31,-0.08,0.9,64.31,656,good
3.9692967,2.85,-0.9,9.73,0.05,0.01,0.31,-0.08,0.86,67.84,719.5,good
3.9692967,2.81,-1.24,9.69,0.05,0.03,0.22,-0.14,0.9,68.24,719.5,good
3.9692967,1.93,-1.49,9.9,0.05,0.03,0.22,-0.14,0.9,66.27,830.5,good
3.9692967,1.32,-1.7,9.72,0.05,0.02,0.3,-0.11,0.86,61.57,830.5,good
4.122222,1.96,-1.66,9.62,0.03,-0.02,0.18,-0.16,0.85,59.22,926,good
4.122222,2.37,-1.17,10.06,0.06,0.05,0.12,-0.15,0.93,55.69,926,good
4.122222,1.91,-1.66,9.28,0.05,-0.03,0.2,-0.14,0.84,55.29,925.5,good
4.122222,2.72,-0.99,10.37,0.05,-0.03,0.2,-0.14,0.84,55.69,925.5,good
4.122222,2.11,-1.25,10.1,0.05,-0.04,0.12,-0.21,0.82,54.9,915,good
4.122222,2.51,-0.94,10.13,0.05,0,0.36,-0.11,0.83,54.51,915,good
4.122222,1.54,-2.04,9.38,0.05,0,0.05,-0.21,0.88,54.12,882,good
4.122222,-0.05,-1.65,10.2,0.07,-0.06,0.36,-0.09,0.76,54.12,882,good
3.970373,3.13,-0.6,9.63,0.05,-0.06,0.36,-0.09,0.76,53.33,874.5,good
3.970373,3.08,-0.79,8.65,0.05,-0.09,0.13,-0.19,0.78,52.55,895,good
3.970373,1.56,-1.58,9.9,0.05,0.09,0.09,-0.13,0.98,49.41,895,good
3.970373,1.95,-1.85,9.2,0,-0.03,0.2,-0.12,0.84,46.67,860.5,good
3.970373,1.57,-1.07,9.38,0.04,0,0.33,-0.09,0.84,46.67,860.5,good
3.970373,2.49,-1.27,9.16,0.05,0.08,0.17,-0.15,0.96,45.88,894.5,good
3.970373,2.23,-0.65,9.57,0.02,0.08,0.17,-0.15,0.96,45.88,894.5,good
3.970373,1.16,-1.15,9.76,0.04,0.11,0.29,-0.1,0.96,45.1,880.5,good
3.970373,2.86,-1,10.11,0.04,0.05,0.25,-0.13,0.91,44.31,880.5,good
3.970373,2.06,-1.05,9.98,0.04,0.04,0.24,-0.11,0.9,43.53,876,good
3.8235695,2.65,-0.96,9.84,0.06,0,0.2,-0.1,0.88,43.14,876,good
3.8235695,1.93,-1.23,10.09,0.05,0.05,0.2,-0.13,0.93,42.75,872,good
3.8235695,2.3,-1.2,9.8,0.05,0.05,0.2,-0.13,0.93,42.35,872,good
3.8235695,1.86,-1.23,10.25,0.05,0.02,0.18,-0.1,0.9,42.35,894,good
3.8235695,2.78,-1.36,9.24,0.01,0.01,0.16,-0.13,0.89,41.96,894,good
3.8235695,2.37,-1.31,9.26,0.04,0.09,0.24,-0.1,0.96,41.57,869,good
3.8235695,2.58,-1.29,9.75,0.05,-0.04,0.25,-0.13,0.82,41.57,890.5,good
3.8235695,2.73,-1.23,8.99,-0.02,-0.03,0.28,-0.13,0.82,41.96,890.5,good
3.8235695,2.68,-0.92,10.04,0.04,-0.03,0.28,-0.13,0.82,41.96,883.5,good
3.7900925,2.21,-1.82,9.12,0.04,0.02,0.19,-0.09,0.89,41.96,883.5,good
3.7900925,1.64,-0.94,9.98,0.05,0.08,0.22,-0.11,0.95,41.96,884,good
3.7900925,2.69,-1.4,9.06,-0.01,0.06,0.23,-0.09,0.93,41.96,884,good
3.7900925,2.56,-1.29,8.7,0.04,0.01,0.25,-0.07,0.88,41.96,891.5,good
3.7900925,2.81,-1.26,9.09,0.04,0.01,0.25,-0.07,0.88,42.35,891.5,good
3.7900925,2.73,-1.24,8.88,0.04,0.07,0.27,-0.1,0.93,42.75,907,good
3.7900925,2.24,-1.61,9.17,0.05,0.08,0.25,-0.09,0.95,42.75,907,good
3.7900925,2.33,-1.49,9.12,0.05,0.02,0.2,-0.12,0.89,42.75,900,good
3.7900925,1.93,-1.41,9.98,0.06,0.06,0.26,-0.14,0.91,43.14,900,good
3.7900925,2.1,-1.59,9.83,0.05,0.07,0.26,-0.13,0.93,43.53,891,good
3.7900925,1.99,-1.29,10.21,0.05,0.07,0.2,-0.13,0.94,43.92,840,good
3.7900925,1.46,-1.62,9.81,0.05,0.07,0.2,-0.13,0.94,44.71,840,good
3.7900925,1.5,-1.59,9.49,0.04,-0.01,0.26,-0.15,0.84,47.84,807,good
3.7900925,1.73,-1.51,9.87,0.05,0.02,0.18,-0.17,0.89,50.59,807,good
3.7900925,2.23,-1.18,9.59,0.04,0.02,0.26,-0.11,0.88,52.16,807.5,good
3.7900925,2.81,-1.13,9.6,0.04,0.01,0.24,-0.1,0.88,50.98,807.5,good
3.7900925,3.42,-0.72,10.15,0.04,0.01,0.24,-0.1,0.88,50.2,863,good
3.7900925,2.76,-0.86,10.47,0.05,0.07,0.29,-0.06,0.93,49.02,955,good
3.7900925,2.95,-0.93,9.04,-0.01,-0.02,0.29,-0.06,0.84,48.24,955,good
3.7900925,2.63,-0.89,9.24,0.04,0.1,0.26,-0.11,0.96,47.84,993,good
3.7900925,1.98,-1.47,10.3,0.05,0.09,0.21,-0.15,0.96,46.67,993,good
3.7900925,2.11,-1.29,10.66,0.05,0.09,0.21,-0.15,0.96,46.27,1021,good
3.7900925,2.21,-1.57,10.54,0.05,-0.07,0.23,-0.12,0.79,45.49,1021,good
3.7900925,2.37,-0.7,8.77,0.04,0.03,0.24,-0.16,0.89,44.71,1059.5,good
3.7900925,2.15,-1.61,10.43,0.05,0.03,0.24,-0.16,0.89,44.31,1059.5,good
3.7900925,2.36,-0.58,8.82,-0.05,-0.04,0.25,-0.14,0.82,44.31,1042,good
3.7900925,2.03,-1.8,10.76,0.05,0.03,0.21,-0.1,0.9,43.92,1040.5,good
3.7900925,2.37,-1.78,9.72,0.05,-0.03,0.23,-0.16,0.82,43.92,1040.5,good
3.7900925,2.15,-1.67,10.31,0.11,-0.08,0.25,-0.09,0.78,43.92,1038,good
3.7900925,2.3,-0.77,9.15,0.04,-0.08,0.25,-0.09,0.78,43.14,1038,good
3.7900925,2.26,-1.08,10.39,0.04,-0.05,0.23,-0.09,0.81,42.35,1027,good
3.7900925,2.3,-1.29,9.08,-0.02,-0.05,0.23,-0.09,0.81,41.96,1027,good
3.7900925,2.46,-1.52,10.01,0.06,0.08,0.24,-0.12,0.94,41.57,997,good
3.7900925,2.16,-1.23,10.16,0.05,0.04,0.25,-0.16,0.9,41.18,997,good
3.7900925,2.28,-1.43,10,0.05,0.06,0.24,-0.15,0.92,40.78,1003,good
3.7900925,2.36,-1.18,9.08,0.07,-0.03,0.24,-0.12,0.83,40.39,1000,good
3.7900925,2.36,-1.09,8.97,0.04,-0.03,0.24,-0.12,0.83,40.39,1000,good
3.7900925,2.39,-1.31,9.15,0.04,0.1,0.26,-0.13,0.96,40.39,954,good
3.7900925,2.8,-1.44,9.6,0.04,-0.01,0.24,-0.13,0.85,40.39,954,good
3.7900925,3.02,-1.3,10.04,0.1,0.02,0.28,-0.11,0.88,40.39,930,good
3.7900925,3.06,-1.47,9.53,0.04,0.02,0.28,-0.11,0.88,40.39,930,good
3.7900925,2.8,-1.62,9.3,0.04,-0.02,0.29,-0.13,0.83,41.18,844,good
3.7900925,3.03,-0.81,10.75,0.16,0.05,0.31,-0.11,0.9,46.67,844,good
3.7900925,3.24,-0.67,10.06,0.06,0.01,0.34,-0.17,0.84,58.04,688,good
3.7900925,2.32,-2.17,7.48,0.05,0.16,0.18,-0.07,1.04,65.1,688,good
3.7900925,1.81,-2.63,9.94,0.06,0.16,0.18,-0.07,1.04,69.8,655.5,good
3.7900925,1.55,-0.57,10.17,0.07,0.11,0.3,0,0.96,67.45,655.5,good
3.7900925,2.29,-2.06,8.36,0.05,0.04,0.2,-0.25,0.89,54.9,960.5,good
3.7900925,1.86,-1.02,10.41,0.05,0.03,0.23,-0.19,0.89,51.76,960.5,good
3.7900925,2.01,-1.28,9.66,0.03,0.07,0.19,-0.13,0.95,48.63,1131,good
3.7900925,1.63,-1.41,10.13,0.07,0.07,0.19,-0.13,0.95,48.24,1193.5,good
3.7900925,1.36,-1.01,9.41,0.05,0.04,0.18,-0.14,0.91,47.84,1193.5,good
3.7900925,1.38,-1.06,9.69,0.05,0.03,0.14,-0.11,0.91,45.88,1246.5,good
3.7900925,1.2,-1.15,10.15,0.05,0.06,0.13,-0.12,0.94,44.71,1246.5,good
3.7900925,2.62,-1.3,9.03,0.04,0.03,0.19,-0.12,0.9,44.31,1207.5,good
3.7900925,2.41,-1.54,10.61,0.05,-0.03,0.27,-0.15,0.82,43.53,1207.5,good
3.7900925,2.26,-1.57,10.35,0.11,-0.03,0.27,-0.15,0.82,43.14,1204.5,good
3.7900925,2.08,-1.43,10.13,0.05,0.01,0.25,-0.15,0.86,42.75,1179.5,good
3.7900925,2.31,-1.47,9.43,0.05,-0.04,0.25,-0.13,0.82,42.35,1179.5,good
3.7900925,2.46,-1.38,8.91,-0.03,0,0.24,-0.09,0.86,41.57,1171,good
3.7900925,2.49,-1.22,8.67,0.04,0,0.24,-0.09,0.86,41.18,1171,good
3.7900925,2.28,-1.02,9.87,0.05,0.04,0.24,-0.12,0.9,40.78,1140.5,good
3.7900925,2.34,-1.32,9.71,0.05,0.12,0.22,-0.12,0.99,40.39,1140.5,good
3.7900925,2.18,-1.34,10.2,0.05,-0.04,0.25,-0.14,0.82,40,1110,good
3.7900925,2.16,-1.33,10.42,0.04,0.09,0.22,-0.14,0.96,39.61,1110,good
3.7900925,2.3,-1.03,10.07,0.04,0.06,0.24,-0.17,0.91,39.22,1102.5,good
3.7900925,2.44,-1.57,10.11,0.09,0.09,0.22,-0.12,0.96,38.82,1102.5,good
3.7900925,2.29,-1.06,9.43,0.05,0.09,0.22,-0.12,0.96,38.43,1062,good
3.7900925,2.39,-1.39,10.17,0.05,0.1,0.23,-0.13,0.96,38.04,1062,good
3.7900925,2.21,-1.1,9.07,-0.02,-0.02,0.24,-0.15,0.84,37.65,1042,good
3.7900925,2.48,-1.53,10.17,0.06,0.09,0.23,-0.13,0.96,37.65,1052,good
3.7900925,2.13,-1.23,9.67,0.05,0.09,0.23,-0.13,0.96,37.25,1052,good
3.7900925,2.53,-1.57,9.57,0.05,0.1,0.25,-0.15,0.96,37.25,1035.5,good
3.7900925,2.16,-1.31,10.11,0.08,0.02,0.26,-0.16,0.88,36.47,1035.5,good
3.7900925,2.5,-1.38,10.32,0.05,0.05,0.26,-0.13,0.91,36.47,1029.5,good
3.7900925,2.13,-1.15,9.38,0.04,-0.03,0.25,-0.12,0.83,36.08,1029.5,good
3.7900925,2.48,-1.26,9.44,0.04,-0.02,0.23,-0.11,0.85,36.08,1017,good
3.7900925,2.46,-1.33,9.23,0.09,-0.02,0.23,-0.11,0.85,35.69,1017,good
3.7900925,2.22,-1.38,9.51,0.04,0.04,0.25,-0.14,0.89,35.69,1001.5,good
3.7900925,2.33,-1.33,10.23,0.05,0.06,0.23,-0.14,0.93,35.69,1001.5,good
3.7900925,2.18,-1.38,9.9,0.06,-0.02,0.25,-0.13,0.85,34.9,998.5,good
3.7900925,2.34,-1.25,9.42,0.04,0.04,0.22,-0.15,0.91,34.9,998.5,good
3.7900925,2.25,-1.6,10.23,0.05,0.07,0.22,-0.15,0.93,34.51,980.5,good
3.7900925,2.33,-1.38,9.99,0.07,-0.02,0.24,-0.1,0.85,34.51,979.5,good
3.7900925,2.25,-1.09,9.15,0.04,-0.02,0.24,-0.1,0.85,34.51,979.5,good
3.7900925,2.26,-1.29,9.81,0.04,0.07,0.23,-0.14,0.94,34.51,965,good
3.7900925,2.39,-1.28,9.91,0.04,0.06,0.24,-0.15,0.92,34.12,965,good
3.7900925,2.27,-1.45,10.21,0.04,-0.02,0.23,-0.12,0.84,34.12,961.5,good
3.7900925,2.25,-1.31,9.89,0.04,-0.04,0.23,-0.11,0.83,33.73,925,good
3.7900925,2.22,-1.31,9.47,0.04,0.05,0.25,-0.13,0.91,33.73,925,good
3.7900925,2.17,-1.2,9.27,0,0.07,0.24,-0.13,0.94,33.73,932.5,good
3.7900925,2.16,-1.07,9.17,0.04,-0.01,0.23,-0.13,0.86,33.73,932.5,good
3.7900925,2.35,-1.43,10.04,0.05,0.07,0.26,-0.14,0.93,33.33,905.5,good
3.7900925,2.31,-1.43,9.99,0.07,0.06,0.24,-0.15,0.92,32.94,905.5,good
3.7900925,2.41,-1.24,9.72,0.05,0.06,0.24,-0.15,0.92,32.94,911,good
3.7900925,2.17,-1.34,9.43,0.04,0,0.22,-0.14,0.87,32.94,911,good
3.7900925,2.18,-1.21,9.24,-0.01,0.04,0.24,-0.14,0.9,33.33,897,good
3.7900925,2.09,-1.14,9.35,0.04,0,0.22,-0.13,0.86,33.33,893,good
3.7900925,2.13,-1.15,9.4,0.04,0,0.22,-0.13,0.88,33.33,893,good
3.7900925,2.12,-1.18,9.48,0.04,0.04,0.25,-0.13,0.9,33.33,879,good
3.7900925,2.13,-1.31,9.52,0.02,0.04,0.25,-0.13,0.9,33.73,879,good
3.7900925,2.15,-1.26,9.34,0.05,0.06,0.26,-0.14,0.92,33.33,887,good
3.7900925,2.47,-1.31,9.98,0.05,0.06,0.24,-0.14,0.93,33.33,887,good
3.7900925,2.49,-1.21,9.97,0.07,0,0.23,-0.13,0.87,33.73,882.5,good
3.7900925,2.43,-1.28,9.8,0.06,0.04,0.25,-0.13,0.9,33.33,865,good
3.7900925,2.25,-1.33,9.69,0.05,0.02,0.23,-0.14,0.89,33.73,865,good
3.7900925,2.22,-1.32,9.61,0.05,0.02,0.23,-0.14,0.89,33.33,865,good
3.7900925,2.11,-1.33,9.52,0.02,0.03,0.24,-0.13,0.89,33.33,866,good
3.7900925,2.16,-1.3,9.49,0.04,0.03,0.24,-0.13,0.9,33.33,866,good
3.7900925,2.17,-1.18,9.38,0.04,0.02,0.23,-0.12,0.89,33.33,878.5,good
3.7900925,2.24,-1.19,9.55,0.03,0.03,0.23,-0.14,0.9,33.33,864,good
3.7900925,2.34,-1.34,9.77,0.05,0.03,0.23,-0.14,0.9,33.33,864,good
3.7900925,2.27,-1.28,9.67,0.04,0.04,0.24,-0.14,0.91,32.94,872,good
3.7900925,2.51,-1.46,10.15,0.05,-0.01,0.22,-0.12,0.86,32.94,872,good
3.7900925,2.45,-1.5,10.16,0.05,0.07,0.26,-0.14,0.93,32.94,874,good
3.7900925,2.33,-1.17,9.49,0.04,0,0.22,-0.13,0.86,32.94,874,good
3.7900925,2.18,-1.12,9.39,0.04,-0.01,0.22,-0.11,0.86,32.94,879.5,good
3.7900925,2.1,-1.2,9.43,0.01,-0.01,0.21,-0.12,0.86,32.94,863.5,good
3.7900925,2.14,-1.33,9.56,0.05,-0.01,0.21,-0.12,0.86,32.94,863.5,good
3.7900925,2.23,-1.42,9.79,0.05,0.05,0.26,-0.14,0.91,32.94,870,good
3.7900925,2.17,-1.38,9.75,0.05,0.05,0.26,-0.14,0.91,32.94,870,good
3.7900925,2.33,-1.46,9.81,0.04,0.01,0.22,-0.12,0.87,32.94,866.5,good
3.7900925,2.25,-1.43,9.73,0.04,0.01,0.24,-0.12,0.88,32.94,870,good
3.7900925,2.36,-1.16,9.67,0.04,0.01,0.22,-0.13,0.87,32.55,870,good
3.7900925,2.22,-1.2,9.66,0.04,0.02,0.23,-0.12,0.88,32.55,878.5,good
3.7900925,2.2,-1.21,9.58,0.04,0.02,0.23,-0.12,0.88,32.55,878.5,good
3.7900925,2.15,-1.31,9.61,0.04,0.04,0.25,-0.14,0.9,32.55,860.5,good
3.7900925,2.21,-1.41,9.62,0.04,0.04,0.24,-0.14,0.9,32.55,860.5,good
3.7900925,2.21,-1.41,9.63,0.05,0.03,0.24,-0.14,0.89,32.55,863,good
3.7900925,2.22,-1.45,9.64,0.05,0.01,0.22,-0.13,0.88,32.55,863,good
3.7900925,2.37,-1.38,9.69,0.05,0.04,0.25,-0.12,0.9,32.55,859.5,good
3.7900925,2.45,-1.26,9.76,0.04,0.02,0.22,-0.14,0.88,32.94,859.5,good
3.7900925,2.39,-1.21,9.73,0.04,0.02,0.22,-0.14,0.88,32.94,850,good
3.7900925,2.28,-1.2,9.71,0.04,0.02,0.22,-0.14,0.89,32.55,850,good
3.7900925,2.3,-1.35,9.7,0.04,0.03,0.23,-0.14,0.89,32.55,862,good
3.7900925,2.42,-1.36,9.75,0.04,0.03,0.24,-0.12,0.89,32.94,856,good
3.7900925,2.19,-1.35,9.66,0.04,0.02,0.23,-0.13,0.89,32.94,856,good
3.7900925,2.38,-1.18,9.78,0.05,0.02,0.23,-0.12,0.88,32.94,866.5,good
3.7900925,2.38,-1.35,9.82,0.04,0.02,0.23,-0.12,0.88,32.94,866.5,good
3.7900925,2.21,-1.31,9.65,0.04,0.02,0.22,-0.13,0.89,32.94,845.5,good
3.7900925,2.3,-1.21,9.7,0.04,0.03,0.25,-0.13,0.89,32.94,845.5,good
3.7900925,2.27,-1.36,9.74,0.05,0.04,0.24,-0.14,0.9,32.94,862,good
3.7900925,2.32,-1.41,9.78,0.05,0.03,0.25,-0.14,0.89,32.94,862,good
3.7900925,2.45,-1.41,9.71,0.05,0.03,0.22,-0.13,0.89,32.94,862.5,good
3.7900925,2.31,-1.22,9.63,0.04,0.03,0.22,-0.13,0.89,32.94,862.5,good
3.7900925,2.23,-1.19,9.59,0.04,0.03,0.23,-0.13,0.89,32.94,850,good
3.7900925,2.19,-1.23,9.68,0.04,0.03,0.23,-0.14,0.9,32.94,850,good
3.7900925,2.2,-1.23,9.68,0.04,0.03,0.23,-0.12,0.88,32.94,855.5,good
3.7900925,2.28,-1.38,9.89,0.06,0.01,0.23,-0.12,0.87,32.94,851.5,good
3.7900925,2.53,-1.37,9.87,0.05,0.01,0.23,-0.12,0.87,33.33,851.5,good
3.7900925,2.5,-1.33,9.8,0.05,0,0.22,-0.12,0.87,33.33,858,good
3.7900925,2.39,-1.21,9.62,0.04,0.06,0.25,-0.15,0.91,33.33,858,good
3.7900925,2.18,-1.14,9.45,0.05,0.06,0.26,-0.15,0.92,33.33,861,good
3.7900925,2.12,-1.14,9.52,0.04,0.06,0.26,-0.15,0.92,33.33,861,good
3.7900925,2.12,-1.21,9.53,0.05,0.06,0.25,-0.14,0.92,33.33,853,good
9.935046,2.19,-1.31,9.72,0.04,0.06,0.26,-0.15,0.92,33.33,853,good
9.935046,2.4,-1.46,10.01,0.05,0,0.21,-0.12,0.87,33.73,858.5,good
9.935046,2.42,-1.28,9.77,0.05,0,0.21,-0.12,0.87,33.73,858.5,good
9.935046,2.09,-1.12,9.41,0.04,0,0.22,-0.12,0.87,33.73,847,good
9.935046,2.36,-1.13,9.49,0.02,0.01,0.21,-0.13,0.87,33.73,847,good
9.935046,2.17,-1.04,9.37,0.04,0.01,0.21,-0.13,0.87,33.73,873,good
9.935046,2.11,-1.21,9.45,0.04,0.04,0.25,-0.13,0.9,33.33,873,good
9.935046,2.5,-1.38,10.07,0.05,0.05,0.25,-0.14,0.9,33.33,865,good
9.935046,2.38,-1.14,9.6,0.04,0.05,0.25,-0.14,0.9,33.33,865.5,good
9.935046,2.41,-1.21,9.71,0.04,0.02,0.22,-0.13,0.89,33.33,865.5,good
9.935046,2.26,-1.16,9.45,0.02,0.01,0.22,-0.13,0.88,33.33,866,good
9.935046,2.17,-1.16,9.44,0.04,0.01,0.22,-0.13,0.87,33.33,866,good
9.935046,2.13,-1.2,9.6,0.05,0.05,0.24,-0.15,0.91,33.33,877.5,good
9.935046,2.15,-1.34,9.65,0.05,0.04,0.24,-0.14,0.9,33.33,877.5,good
9.935046,2.14,-1.29,9.58,0.05,0.01,0.23,-0.12,0.88,32.94,867,good
9.935046,2.33,-1.43,9.81,0.05,0.01,0.23,-0.12,0.88,32.94,867,good
9.935046,2.39,-1.19,9.78,0.05,0.03,0.24,-0.12,0.89,32.94,872,good
9.935046,2.23,-1.43,9.69,0.04,0.01,0.22,-0.14,0.88,32.94,872,good
9.935046,2.15,-1.25,9.58,0.04,0.01,0.22,-0.13,0.87,32.94,869,good
9.935046,2.43,-1.34,9.86,0.04,0.02,0.22,-0.14,0.88,32.94,869,good
9.935046,2.21,-1.25,9.62,0.03,0.01,0.22,-0.14,0.88,32.55,872.5,good
9.935046,2.15,-1.28,9.55,0.05,0.01,0.22,-0.14,0.88,32.55,863,good
